date,meantemp,humidity,wind_speed,meanpressure,Daylight
1/1/2013,10,84.5,0,1015.666667,10.35
1/2/2013,7.4,92,2.98,1017.8,10.37
1/3/2013,7.166666667,87,4.633333333,1018.666667,10.37
1/4/2013,8.666666667,71.33333333,1.233333333,1017.166667,10.38
1/5/2013,6,86.83333333,3.7,1016.5,10.38
1/6/2013,7,82.8,1.48,1018,10.4
1/7/2013,7,78.6,6.3,1020,10.42
1/8/2013,8.857142857,63.71428571,7.142857143,1018.714286,10.42
1/9/2013,14,51.25,12.5,1017,10.43
1/10/2013,11,62,7.4,1015.666667,10.45
1/11/2013,15.71428571,51.28571429,10.57142857,1016.142857,10.45
1/12/2013,14,74,13.22857143,1015.571429,10.47
1/13/2013,15.83333333,75.16666667,4.633333333,1013.333333,10.48
1/14/2013,12.83333333,88.16666667,0.616666667,1015.166667,10.5
1/15/2013,14.71428571,71.85714286,0.528571429,1015.857143,10.52
1/16/2013,13.83333333,86.66666667,0,1016.666667,10.53
1/17/2013,16.5,80.83333333,5.25,1015.833333,10.55
1/18/2013,13.83333333,92.16666667,8.95,1014.5,10.57
1/19/2013,12.5,76.66666667,5.883333333,1021.666667,10.58
1/20/2013,11.28571429,75.28571429,8.471428571,1020.285714,10.6
1/21/2013,11.2,77,2.22,1021,10.62
1/22/2013,9.5,79.66666667,3.083333333,1021.8,10.63
1/23/2013,14,60.16666667,4.016666667,1020.5,10.65
1/24/2013,13.83333333,60.66666667,6.166666667,1020.5,10.68
1/25/2013,12.25,67,5.55,1020.75,10.7
1/26/2013,12.66666667,64.16666667,6.8,1019.666667,10.72
1/27/2013,12.85714286,65.57142857,5.557142857,1018.142857,10.73
1/28/2013,14.83333333,56,3.7,1017.833333,10.75
1/29/2013,14.125,65.5,3.2375,1016.625,10.78
1/30/2013,14.71428571,70.42857143,1.057142857,1017.857143,10.8
1/31/2013,16.2,65.6,2.96,1018.4,10.82
2/1/2013,16,73,2.22,1016,10.85
2/2/2013,16.28571429,77.57142857,1.328571429,1017.142857,10.87
2/3/2013,18,65.57142857,1.857142857,1015.285714,10.88
2/4/2013,17.42857143,74.28571429,11.11428571,1014.571429,10.92
2/5/2013,16.625,92.375,9.725,1016.375,10.93
2/6/2013,16.66666667,71.33333333,8.633333333,1018.666667,10.97
2/7/2013,15.6,59.4,10.74,1018.6,10.98
2/8/2013,14,70.42857143,9.257142857,1017.142857,11.02
2/9/2013,15.42857143,61.28571429,9.257142857,1016.857143,11.03
2/10/2013,15.25,71.5,3.475,1017.125,11.07
2/11/2013,15.875,70.5,5.325,1016.5,11.08
2/12/2013,15.33333333,70.33333333,7.416666667,1017.5,11.12
2/13/2013,16.28571429,70.14285714,6.085714286,1016,11.13
2/14/2013,17.33333333,63.83333333,4.333333333,1014.166667,11.17
2/15/2013,19.16666667,65.33333333,10.18333333,1011.666667,11.18
2/16/2013,14.42857143,92.71428571,8.485714286,1008,11.22
2/17/2013,13.66666667,90,0,1012.666667,11.25
2/18/2013,15.6,78.4,12.22,1016.2,11.27
2/19/2013,15.85714286,82,5.814285714,1015.714286,11.3
2/20/2013,17.71428571,74.71428571,5.814285714,1017,11.32
2/21/2013,20,67.28571429,6.614285714,1015.428571,11.35
2/22/2013,20.5,65.625,10.875,1016,11.38
2/23/2013,17.42857143,74.85714286,9.257142857,1017,11.4
2/24/2013,16.85714286,78.85714286,7.4,1018.857143,11.43
2/25/2013,16.875,72.875,4.6375,1018.25,11.47
2/26/2013,17.85714286,70,17.5875,1015.142857,11.48
2/27/2013,20.8,57.2,6.66,1015.2,11.52
2/28/2013,19.42857143,52.85714286,12.95714286,1017.428571,11.55
3/1/2013,17.33333333,49.33333333,24.06666667,1016.333333,11.57
3/2/2013,19,54,15.725,1016.25,11.6
3/3/2013,19.33333333,62.83333333,8.633333333,1016.166667,11.63
3/4/2013,17.6,71,5.56,1015.8,11.65
3/5/2013,20.875,61.875,4.1625,1016.375,11.68
3/6/2013,20.85714286,65.28571429,6.871428571,1015.714286,11.72
3/7/2013,23.42857143,57.14285714,8.728571429,1015.285714,11.73
3/8/2013,24.16666667,44.83333333,7.1,1014.833333,11.77
3/9/2013,25.42857143,49.71428571,5.285714286,1009.285714,11.8
3/10/2013,23.14285714,57.57142857,4.228571429,1008,11.83
3/11/2013,24,66.33333333,0.933333333,1011.166667,11.85
3/12/2013,23.5,62.5,4.933333333,1011.5,11.88
3/13/2013,21.5,70.5,5.55,1009,11.92
3/14/2013,22.33333333,61.16666667,12.03333333,1013.166667,11.93
3/15/2013,24.16666667,45.83333333,7.716666667,1016.166667,11.97
3/16/2013,20.33333333,67.66666667,3.7,1016.166667,12
3/17/2013,22.66666667,58.66666667,8.95,1015,12.03
3/18/2013,23.42857143,58.14285714,17.45714286,1009.428571,12.05
3/19/2013,22.5,73.66666667,10.48333333,1011,12.08
3/20/2013,29.16666667,36.33333333,6.8,1009.5,12.12
3/21/2013,23.83333333,58.5,10.5,1008.333333,12.13
3/22/2013,25.25,50.25,9.7125,1006.375,12.17
3/23/2013,27.375,50.125,9.95,1007.625,12.2
3/24/2013,27,48.75,10.8875,1010.25,12.23
3/25/2013,23.5,45.5,15.9625,1010.625,12.25
3/26/2013,24.14285714,44.57142857,12.95714286,1008.857143,12.28
3/27/2013,21,62,1.85,1009,12.32
3/28/2013,22.42857143,62.71428571,7.414285714,1009.571429,12.33
3/29/2013,21.25,70.375,5.55,1009.75,12.37
3/30/2013,23.5,54.75,11.1125,1008.625,12.4
3/31/2013,23.2,58,6.66,1008.6,12.43
4/1/2013,25.375,45.5,4.4,1008.5,12.45
4/2/2013,25.16666667,51,8.65,1009.5,12.48
4/3/2013,26.2,45.6,8.14,1009,12.52
4/4/2013,24.6,41.8,11.12,1007.8,12.53
4/5/2013,25.6,31,15.56,1007,12.57
4/6/2013,25.85714286,29.85714286,11.9,1006.142857,12.6
4/7/2013,29.14285714,23.28571429,10.31428571,1005,12.62
4/8/2013,28.71428571,33.85714286,5.3,1006,12.65
4/9/2013,30.16666667,30.5,8.65,1005.333333,12.68
4/10/2013,30,28,6.1,1006.714286,12.7
4/11/2013,30,24.2,7.78,1006.4,12.73
4/12/2013,28.85714286,32.57142857,6.342857143,1007.571429,12.77
4/13/2013,30.2,29.2,10,1008.4,12.78
4/14/2013,28.25,39.375,6.4875,1007,12.82
4/15/2013,28.25,41.375,6.25,1003.875,12.85
4/16/2013,32.125,24.625,10.425,1000,12.87
4/17/2013,29.2,24.2,6.66,1002.2,12.9
4/18/2013,30.28571429,30.28571429,4.757142857,1002.857143,12.92
4/19/2013,28.28571429,31.28571429,3.971428571,1002.571429,12.95
4/20/2013,30.625,29,7.6375,1003.375,12.98
4/21/2013,27.66666667,38.66666667,13.88333333,1006.833333,13
4/22/2013,27.375,45.375,7.65,1010,13.03
4/23/2013,28.625,44.125,4.625,1009.875,13.05
4/24/2013,30.28571429,41.71428571,2.114285714,1008.571429,13.08
4/25/2013,31.14285714,38.28571429,3.7,1007.714286,13.1
4/26/2013,29.875,45.875,6.7125,1008.375,13.13
4/27/2013,31.14285714,31.42857143,13.48571429,1007,13.15
4/28/2013,30.57142857,28,12.97142857,1005.428571,13.18
4/29/2013,32.125,26.375,7.875,1004.875,13.2
4/30/2013,31.14285714,32,7.928571429,1004.857143,13.23
5/1/2013,31.85714286,15.85714286,12.68571429,1002.833333,13.25
5/2/2013,29.83333333,22.16666667,11.43333333,1001.2,13.28
5/3/2013,28.57142857,31.57142857,9,999.4285714,13.3
5/4/2013,32.85714286,31.42857143,2.914285714,999,13.33
5/5/2013,32.625,31.125,3.0125,1000.625,13.35
5/6/2013,32.75,39.25,3.7,1001.625,13.37
5/7/2013,32.875,33.25,7.175,1002,13.4
5/8/2013,34.5,23,9.25,1001.166667,13.42
5/9/2013,34.28571429,26,8.985714286,1000.857143,13.43
5/10/2013,34,27.71428571,9.528571429,1000.142857,13.47
5/11/2013,30.75,30.375,14.8125,999.875,13.48
5/12/2013,29.85714286,40.14285714,5.828571429,1003.714286,13.5
5/13/2013,31.71428571,34,3.971428571,1003.571429,13.53
5/14/2013,32.28571429,34.28571429,4.771428571,1001.571429,13.55
5/15/2013,33,33,3.2375,999.8571429,13.57
5/16/2013,33,34.75,7.175,998.5,13.58
5/17/2013,32.83333333,28.16666667,9.866666667,1000.333333,13.6
5/18/2013,31.4,42.2,12.96666667,999,13.62
5/19/2013,35.33333333,22.33333333,15.75,999.6666667,13.63
5/20/2013,36.4,24.2,7.4,998.4,13.67
5/21/2013,36,19,11.37142857,998.6666667,13.68
5/22/2013,36.75,22.125,17.5875,998.625,13.7
5/23/2013,37.5,23.33333333,13.56666667,997.1666667,13.72
5/24/2013,38.42857143,27.42857143,11.38571429,996.4285714,13.73
5/25/2013,38.71428571,22.42857143,10.31428571,998.1428571,13.75
5/26/2013,37.8,21.2,10.74,998.2,13.75
5/27/2013,35.85714286,31.57142857,8.728571429,999.1428571,13.77
5/28/2013,35.33333333,29,8.333333333,1000.166667,13.78
5/29/2013,34.14285714,27.85714286,5.557142857,999.4285714,13.8
5/30/2013,32.2,28.2,5.56,999.6,13.82
5/31/2013,33.625,40.125,10.6375,998.7142857,13.83
6/1/2013,32,54,13.4375,998.75,13.83
6/2/2013,32.4,56.6,14.2,1001,13.85
6/3/2013,35.6,47,12.24,999.6,13.87
6/4/2013,35.85714286,42.57142857,5.028571429,999.8571429,13.87
6/5/2013,37.16666667,36.5,9.866666667,998,13.88
6/6/2013,31.28571429,61.71428571,10.04285714,997.2857143,13.88
6/7/2013,34,49.25,7.4125,998,13.9
6/8/2013,34.2,57.4,13.34,997,13.9
6/9/2013,36.16666667,40,11.41666667,995.1666667,13.92
6/10/2013,36.625,42.75,8.1,995.125,13.92
6/11/2013,30.16666667,61.66666667,16.35,1000,13.93
6/12/2013,34.14285714,54.14285714,7.414285714,998,13.93
6/13/2013,29.83333333,68.66666667,9.866666667,998.6666667,13.93
6/14/2013,30.14285714,68.14285714,7.942857143,997.4285714,13.95
6/15/2013,30.71428571,65,13.22857143,997.8571429,13.95
6/16/2013,27,88.85714286,8.485714286,996.4285714,13.95
6/17/2013,26.875,87.375,8.3375,994.75,13.95
6/18/2013,28.4,83.6,5.18,996.4,13.95
6/19/2013,29.85714286,72.85714286,4.228571429,999,13.95
6/20/2013,33,52.71428571,4.771428571,997.1666667,13.97
6/21/2013,34.83333333,47.33333333,5.866666667,995.3333333,13.97
6/22/2013,35.6,39.4,10.74,996.2,13.97
6/23/2013,35.16666667,53,8.35,995.6666667,13.95
6/24/2013,33.14285714,55,13.22857143,996.2857143,13.95
6/25/2013,30.57142857,70.42857143,11.11428571,999.1666667,13.95
6/26/2013,30.66666667,71.5,6.483333333,999,13.95
6/27/2013,31.42857143,61.85714286,7.957142857,996.7142857,13.95
6/28/2013,31.5,64.25,8.8125,996,13.95
6/29/2013,33.25,57,13.875,995.25,13.93
6/30/2013,32.83333333,52.16666667,10.5,997.1666667,13.93
7/1/2013,33.85714286,54,8.728571429,996.4285714,13.93
7/2/2013,33.14285714,58.28571429,9.8,996,13.92
7/3/2013,31.57142857,70,6.357142857,997.5714286,13.92
7/4/2013,32.375,67.5,9.25,997,13.9
7/5/2013,32.8,62.2,12.96,997.8,13.9
7/6/2013,31,73.14285714,11.37142857,1000.571429,13.88
7/7/2013,31.16666667,77.33333333,7.1,1000.166667,13.88
7/8/2013,29.83333333,75.16666667,6.483333333,997.5,13.87
7/9/2013,29,78.83333333,8.016666667,996.8333333,13.85
7/10/2013,29.75,75.375,6.4875,995.75,13.85
7/11/2013,32.5,65.5,7.116666667,997.3333333,13.83
7/12/2013,28.875,86.625,5.5625,1000,13.82
7/13/2013,31.75,70.25,12.0625,998.875,13.82
7/14/2013,30.75,71.625,4.8125,997.375,13.8
7/15/2013,31.75,73.25,13.5375,998.375,13.78
7/16/2013,29.875,83.875,9,999,13.77
7/17/2013,31.125,78.375,8.65,998,13.75
7/18/2013,31.75,76,5.55,995,13.73
7/19/2013,30.5,73.5,9.266666667,995.3333333,13.72
7/20/2013,26.83333333,90.66666667,4.933333333,999.1666667,13.7
7/21/2013,28.2,88,2.24,996.4,13.68
7/22/2013,29.5,80.33333333,4.333333333,996.8333333,13.67
7/23/2013,31.85714286,70.71428571,3.971428571,998,13.65
7/24/2013,29.71428571,84.14285714,3.971428571,997.1428571,13.63
7/25/2013,28.33333333,84.5,8.016666667,995.1666667,13.62
7/26/2013,30,73.85714286,5.571428571,995.4285714,13.6
7/27/2013,30.14285714,79,4.228571429,997.2857143,13.58
7/28/2013,32.28571429,67.42857143,6.085714286,998.1428571,13.57
7/29/2013,31,77.42857143,4.771428571,997.1428571,13.55
7/30/2013,30.5,75.66666667,8.016666667,996.5,13.52
7/31/2013,28.83333333,78.5,9.866666667,996.6666667,13.5
8/1/2013,30,73.5,5.55,998,13.48
8/2/2013,31.57142857,66.42857143,11.11428571,999.4285714,13.47
8/3/2013,32.5,62.33333333,10.81666667,1000.833333,13.43
8/4/2013,32.5,62.5,5.1,993.25,13.42
8/5/2013,29.5,77,6.783333333,1001,13.4
8/6/2013,27.16666667,90.66666667,4.016666667,1002.166667,13.37
8/7/2013,28.375,85.25,3.25,1001.875,13.35
8/8/2013,28.5,84,6.166666667,1000.5,13.33
8/9/2013,27.16666667,87.5,3.716666667,1001,13.3
8/10/2013,29.42857143,79.85714286,6.1,1000.333333,13.28
8/11/2013,30,76.83333333,6.8,1001.166667,13.25
8/12/2013,29.5,81.5,8.35,1001,13.23
8/13/2013,30.75,72,11.125,999.25,13.22
8/14/2013,29.66666667,74.33333333,9.866666667,999.8333333,13.18
8/15/2013,27.71428571,85,8.2,1001.714286,13.17
8/16/2013,26.6,92,4.46,1000.8,13.13
8/17/2013,27.42857143,91,14.28571429,999.4285714,13.12
8/18/2013,28.33333333,83.83333333,1.233333333,1000.166667,13.08
8/19/2013,28.16666667,84.66666667,5.55,1000.5,13.07
8/20/2013,27.375,88.5,5.325,999,13.03
8/21/2013,28.33333333,81.16666667,10.31428571,999.2857143,13
8/22/2013,29.16666667,74.83333333,6.483333333,1001.166667,12.98
8/23/2013,31.28571429,73.14285714,2.642857143,1001.428571,12.95
8/24/2013,32,71.25,18.525,1000.333333,12.93
8/25/2013,29,90.75,0.925,998.75,12.9
8/26/2013,32,69.875,6.475,997.8571429,12.88
8/27/2013,32.14285714,57.28571429,17.07142857,999.8571429,12.85
8/28/2013,30.14285714,60.71428571,11.64285714,1003.714286,12.82
8/29/2013,31.5,57,9.275,1003.25,12.8
8/30/2013,29.16666667,73,3.1,1003.5,12.77
8/31/2013,29,71.75,4.65,1003.25,12.75
9/1/2013,30,65.2,11.48,1003.2,12.72
9/2/2013,31.85714286,50.85714286,15.34285714,1003.714286,12.68
9/3/2013,32.75,45.5,14.8,1001.5,12.67
9/4/2013,31.71428571,48,14.54285714,1002.166667,12.63
9/5/2013,31.66666667,46,13.56666667,1001.5,12.6
9/6/2013,30.57142857,55.71428571,10.04285714,1003.428571,12.58
9/7/2013,30.83333333,51.83333333,6.783333333,1004.166667,12.55
9/8/2013,28,71.75,2.325,1007.25,12.52
9/9/2013,31,57.5,42.22,1007,12.5
9/10/2013,29.66666667,66.33333333,3.7,1005.333333,12.47
9/11/2013,30.85714286,61.14285714,3.971428571,1005.571429,12.43
9/12/2013,31.16666667,60.33333333,2.783333333,1008.166667,12.42
9/13/2013,31.14285714,67.14285714,3.171428571,1007.142857,12.38
9/14/2013,30.5,67,2.783333333,1003.833333,12.35
9/15/2013,31.625,56.375,3.9375,1001.375,12.33
9/16/2013,29.66666667,60,7.1,1002.333333,12.3
9/17/2013,29.25,56.5,3.475,1002.875,12.27
9/18/2013,29.14285714,58.57142857,5.557142857,1003.142857,12.25
9/19/2013,29.8,61.6,2.96,1001.8,12.22
9/20/2013,28.66666667,70,9.583333333,1003,12.18
9/21/2013,25.2,89,5.18,1003,12.15
9/22/2013,28.33333333,79.66666667,3.083333333,1001.666667,12.13
9/23/2013,30.28571429,68,4.5,1001,12.1
9/24/2013,30.75,65.75,5.7875,1002.75,12.07
9/25/2013,28.57142857,75,6.614285714,1005.428571,12.05
9/26/2013,28.2,78.8,4.08,1006.6,12.02
9/27/2013,29,71.25,7.4125,1005.625,11.98
9/28/2013,30,67.33333333,1.233333333,1005.333333,11.97
9/29/2013,28.14285714,79.85714286,5.557142857,1003.857143,11.93
9/30/2013,26.85714286,84.57142857,4.228571429,1004.714286,11.9
10/1/2013,28.28571429,68.71428571,6.371428571,1007.714286,11.88
10/2/2013,29.2,61.4,7.42,1010,11.85
10/3/2013,28.6,59,7.4,1008.6,11.82
10/4/2013,24.83333333,84.33333333,6.783333333,1007.5,11.78
10/5/2013,28.5,69,2.0875,1004.125,11.77
10/6/2013,29.75,66.5,1.85,1005.25,11.73
10/7/2013,29.71428571,66.57142857,1.585714286,1008.857143,11.7
10/8/2013,29.2,69.4,0,1009.8,11.68
10/9/2013,30.83333333,65.5,5.566666667,1010.333333,11.65
10/10/2013,29.42857143,66.28571429,3.971428571,1010.857143,11.62
10/11/2013,23.85714286,89.85714286,4.242857143,1010.571429,11.6
10/12/2013,26.14285714,82.57142857,2.914285714,1008.285714,11.57
10/13/2013,27.16666667,84.33333333,0.616666667,1007.666667,11.53
10/14/2013,27.71428571,74.85714286,5.557142857,1007,11.52
10/15/2013,25.85714286,76.42857143,3.7,1009.142857,11.48
10/16/2013,26.42857143,75,0,1009,11.47
10/17/2013,26.85714286,76.71428571,1.057142857,1010.428571,11.43
10/18/2013,26.33333333,73.16666667,0,1010.5,11.4
10/19/2013,24.57142857,69.57142857,2.114285714,1011.571429,11.38
10/20/2013,24.33333333,67.83333333,1.55,1010.666667,11.35
10/21/2013,24.875,63.625,1.3875,1009.875,11.32
10/22/2013,27.8,53.6,0,1011,11.3
10/23/2013,25,67.5,1.1625,1013.625,11.27
10/24/2013,23.85714286,73.14285714,1.057142857,1013.285714,11.25
10/25/2013,22.8,75.8,1.86,1011,11.22
10/26/2013,23,78.2,0.74,1011.2,11.2
10/27/2013,22.875,66.875,2.55,1010.625,11.17
10/28/2013,22.66666667,63.16666667,4.933333333,1010,11.13
10/29/2013,23,62.71428571,3.971428571,1011.142857,11.12
10/30/2013,22.85714286,67.42857143,2.385714286,1012.857143,11.08
10/31/2013,23.66666667,58.83333333,3.083333333,1012.833333,11.07
11/1/2013,23.42857143,69.14285714,1.057142857,1013.285714,11.03
11/2/2013,21.625,65,4.6375,1014.5,11.02
11/3/2013,20.625,57.875,5.5625,1016,11
11/4/2013,21.16666667,54.16666667,2.466666667,1017.5,10.97
11/5/2013,18.83333333,74.33333333,0,1017.5,10.95
11/6/2013,20.57142857,66.71428571,3.185714286,1015.857143,10.92
11/7/2013,20.14285714,73.14285714,4.5,1015.666667,10.9
11/8/2013,18,82.2,19.9125,1015.625,10.87
11/9/2013,19.85714286,73.57142857,0.528571429,1016.714286,10.85
11/10/2013,16.83333333,72,2.466666667,1016,10.83
11/11/2013,18.85714286,61.85714286,5.814285714,1013.428571,10.8
11/12/2013,16.57142857,71.71428571,0.8,1013.857143,10.78
11/13/2013,17.75,65,3.0125,1014.25,10.77
11/14/2013,17.625,63.375,3.475,1015.25,10.75
11/15/2013,17,67,0.925,1016.5,10.72
11/16/2013,16.625,69.625,0,1018,10.7
11/17/2013,15.57142857,67.42857143,2.385714286,1017.714286,10.68
11/18/2013,18.5,55.125,7.4125,1016.875,10.67
11/19/2013,17.875,63.5,7.175,1015.5,10.65
11/20/2013,18.25,58.875,2.55,1012.75,10.62
11/21/2013,17.875,66.25,2.0875,1013.125,10.6
11/22/2013,17.625,74.875,1.1625,1015.75,10.58
11/23/2013,18.14285714,77.85714286,0.8,1014.571429,10.57
11/24/2013,19.125,58.875,5.0875,1014.5,10.55
11/25/2013,21.25,49.875,9.5,1012.875,10.53
11/26/2013,21.25,51.375,9.75,1011.75,10.52
11/27/2013,19.125,68.5,2.7875,1014.75,10.5
11/28/2013,18.625,71.875,1.85,1017.75,10.48
11/29/2013,17.75,66.625,4.8625,1016.875,10.48
11/30/2013,17.875,69.625,11.8125,1015.875,10.47
12/1/2013,18,65,1.585714286,1016.142857,10.45
12/2/2013,17.25,73.25,1.85,1015.875,10.43
12/3/2013,17.5,73.5,1.3875,1016.75,10.43
12/4/2013,17.14285714,71.85714286,4.228571429,1017,10.42
12/5/2013,17.14285714,69,6.885714286,1015.285714,10.4
12/6/2013,16.125,72.375,3.7125,1014,10.4
12/7/2013,16,80.5,1.1625,1014.25,10.38
12/8/2013,16.5,83.625,0,1014,10.37
12/9/2013,16.125,79.25,2.3125,1013.5,10.37
12/10/2013,15.5,81.75,2.55,1013.75,10.35
12/11/2013,16.625,71.875,6.475,1014.125,10.35
